row_id,position,department,seniority
1274,****** **** *******,Other,5.0
1275,****** *******,Other,5.0
1276,****** ******** ****** ** ********** ** ***** **********,Other,1.0
1277,Purser,Other,2.0
1278,Purser,Other,2.0
1279,Vorstandsvorsitzender,Other,6.0
1280,Vorstandsmitglied,Other,6.0
1281,Stellvertretender Geschäftsführer,Other,5.0
1282,Bereichsleiter Arbeit | Bildung | Inklusion,Other,5.0
1283,Geschäftsführer,Other,5.0
1284,Vorstandsmitglied,Other,5.0
1285,Geschäftsführer,Other,5.0
1286,Abteilungsleiter Maschinenmontage,Other,4.0
1287,Abteilungsleiter Produktion,Other,5.0
1288,Aufsichtsratsmitglied,Other,5.0
1289,Associate | M&A,Business Development,2.0
1290,Intern | Corporate Finance (M&A),Business Development,1.0
1291,Working Student | Strategy and M&A,Business Development,1.0
1292,Intern | M&A Consulting,Consulting,1.0
1293,Intern | Transaction & Valuation Services,Other,1.0
1294,Working Student | Private Wealth Management,Business Development,1.0
1295,Dual Study Programme,Other,1.0
1296,VP - Talent Acquisition & People & Culture(HR),Human Resources,6.0
1297,Vice President - Talent Experience,Human Resources,6.0
1298,Global Head of Human Resources,Human Resources,6.0
1299,Sr. Manager Strategic HR,Human Resources,5.0
1300,Talent Acquisition India & North America,Human Resources,3.0
1301,HR Specialist (India & South East Asia),Human Resources,2.0
1302,Executive Talent Acquisition,Human Resources,5.0
1303,Partner,Business Development,5.0
1304,Manager,Other,5.0
1305,Project manager,Project Management,2.0
1306,Senior Vice President R&D,Other,6.0
1307,Dr. Albrecht Hoene,Other,1.0
1308,Vice President R&D Component Development,Other,6.0
1309,Head of Partner Management and Controls (Siemens Production Logistics),Business Development,5.0
1310,Head of electronic engineering,Information Technology,4.0
1311,Developer Cellular Phones,Information Technology,2.0
1312,Hotelier/Gastronom,Other,2.0
1313,Mechanical Engineering Specialist,Other,2.0
1314,Industriereiniger,Other,1.0
1315,Finanzassistent,Administrative,1.0
1316,CEO,Other,5.0
1317,IT-Consultant & Solution Architekt,Information Technology,3.0
1318,Agile Coach / Berater,Consulting,2.0
1319,Berater/Entwickler,Consulting,2.0
1320,IT-Consultant,Information Technology,2.0
1321,Inhaber,Other,5.0
1322,CTO,Information Technology,6.0
1323,IT-Consultant,Consulting,2.0
1324,Software-Architekt/-Entwickler,Information Technology,3.0
1325,Software-Architekt/-Entwickler,Information Technology,3.0
1326,Entwickler,Information Technology,2.0
1327,Praktikant,Administrative,1.0
1328,Qualified Person,Other,2.0
1329,Senior Vice President Global Supplier Management,Purchasing,6.0
1330,Geschäftsführer,Other,5.0
1331,Zentraleinkauf (zentraler strategischer Einkauf),Purchasing,2.0
1332,Sr. International Agent,Sales,3.0
1333,Onsite Supervisor,Other,3.0
1334,Onsite Supervisor,Other,3.0
1335,ramp agent/ assistant manager,Other,1.0
1336,Manager- Hr Ops & Talent Acquisition,Human Resources,5.0
1337,Human Resources Team Lead,Human Resources,4.0
1338,Talent Acquisition Specialist,Human Resources,2.0
1339,HR Executive,Human Resources,2.0
1340,HR cum Recruiter,Human Resources,2.0
1341,CEO,Other,5.0
1342,Geschäftsführer,Other,5.0
1343,Project Manager / Authorised Officer,Project Management,4.0
1344,Consultant,Consulting,2.0
1345,Assistant Electrician,Other,1.0
1346,Machine shop,Other,1.0
1347,Production Engineer,Other,2.0
1348,Leiter Qualitätssicherung,Other,4.0
1349,Qualitätsprüfer / Messtechniker,Other,1.0
1350,Qualitätsprüfer und Messtechniker,Other,1.0
1351,Qualitätstechniker,Other,2.0
1352,Teamleiter nachgelagerte Prozesse,Project Management,4.0
1353,Werkstattleiter,Other,4.0
1354,Militärangehöriger,Other,1.0
1355,Quality Engineering Manager,Other,5.0
1356,Quality Assurance Manager,Other,5.0
1357,Quality Engineer,Other,2.0
1358,Quality Engineer,Other,2.0
1359,Quality Engineer,Other,2.0
1360,Application Engineer,Information Technology,3.0
1361,Graduate Assistant,Administrative,1.0
1362,Consultant,Consulting,2.0
1363,Service Manager,Customer Support,5.0
1364,Vertriebsleiter,Sales,4.0
1365,Online Marketing / Lesermarketing Digital,Marketing,2.0
1366,Online-Marketing,Marketing,1.0
1367,Event-/Online-Marketing,Marketing,2.0
1368,Freier Redakteur,Marketing,2.0
1369,Produktmanager,Marketing,5.0
1370,CRM-Manager,Marketing,3.0
1371,Ausbildungsleitung kaufm. Bereich,Human Resources,5.0
1372,Projekt Manager,Project Management,2.0
1373,Verkaufssachbearbeiter u. Teamleiter,Sales,4.0
1374,Partner und Inhaber,Other,6.0
1375,Geschäftsleitungsmitglied / Senior Account Director,Sales,6.0
1376,Account Executive / Account Director,Sales,6.0
1377,Senior Advisor,Consulting,3.0
1378,"Unternehmensberater, Trainer, Coach, Publizist",Consulting,2.0
1379,Senior Recruitment Manager,Human Resources,4.0
1380,"Director, Shareholder",Other,6.0
1381,Shareholder,Other,5.0
1382,Partner,Other,5.0
1383,Geschäftsführender Gesellschafter,Other,5.0
1384,Leitender Redakteur,Marketing,4.0
1385,Vertriebsmitarbeiter,Sales,1.0
1386,Hockey Coach,Other,1.0
1387,Head Coach,Other,4.0
1388,Hockey Player,Other,1.0
1389,Hockey Player,Other,1.0
1390,Hockey Player,Other,1.0
1391,Professional Hockey Player,Other,2.0
1392,Professional Hockey Player,Other,2.0
1393,Professional Hockey Player,Other,2.0
1394,Professional Hockey Player,Other,2.0
1395,Quality Assurance Manager / Quality Contract Managment / GMP Auditor,Other,5.0
1396,SVP Transformation & Strategy,Business Development,6.0
1397,SVP People & Culture,Human Resources,6.0
1398,"Vice President Human Resources, Prokurist",Human Resources,6.0
1399,Vice President Marketing,Marketing,6.0
1400,Marketing Manager,Marketing,5.0
1401,Marketing Mitarbeiterin,Marketing,1.0
1402,Stagiaire chaîne logistique,Purchasing,1.0
1403,"Director, Sales Unit Benelux",Sales,6.0
1404,Area Sales Manager Tschechien,Sales,4.0
1405,Area Sales Manager Industrial Applications Europe,Sales,4.0
1406,Vertriebsleiter Division I - Structured Wall Pipe Systems - Europe,Sales,4.0
1407,Abteilungsleiter Vertrieb Bau-/Energietechnik,Sales,5.0
1408,Gruppenleiter Vertrieb Bau-/Energietechnik,Sales,4.0
1409,Aussendienstmitarbeiter Vertrieb Bau-/Energietechnik,Sales,2.0
1410,Immobilienmakler,Sales,2.0
1411,Versicherungsfachmann,Sales,2.0
1412,Kaufmännischer Mitarbeiter,Administrative,2.0
1413,Strategischer Einkäufer,Purchasing,3.0
1414,Contract Buyer im technischen Einkauf,Purchasing,2.0
1415,Indirekter Einkauf,Purchasing,1.0
1416,Contract Buyer im Rohmaterialeinkauf,Purchasing,2.0
1417,Operational SYSTEMS Buyer,Purchasing,2.0
1418,Operational SYSTEMS Buyer,Purchasing,2.0
1419,technischer Projekteinkauf,Purchasing,2.0
1420,stellvertretender und Projektleiter Baueinkauf,Purchasing,4.0
1421,technischer Einkäufer (Senior Buyer) - Maschinenbau,Purchasing,3.0
1422,"Facheinkäufer Metalle, Oberflächenbehandung (Senior Buyer)",Purchasing,3.0
1423,technischer Einkäufer,Purchasing,2.0
1424,technischer Einkäufer,Purchasing,2.0
1425,Kaufmännischer Assistent des Leiters der Laserproduktion,Administrative,1.0
1426,Stellvertreter und Assistent des Fertigungsleiters Elektronik und Mechanik,Administrative,1.0
1427,"Kaufmännischer Angestellter, verantwortlich für den allgemeinen Einkauf",Purchasing,2.0
1428,"kaufmännisch und technischer Angestellter, Einkauf und Fertigung",Purchasing,2.0
1429,VP Market Intelligence - Business Development - Sales,Business Development,6.0
1430,VP Business Development,Business Development,6.0
1431,Director / Project implementation Manager,Project Management,6.0
1432,Aktionär,Other,1.0
1433,Beratungsexperte Verwaltungsrat,Consulting,2.0
1434,Produzent und Lizensen,Other,1.0
1435,Geschäftsinhaber,Other,5.0
1436,Institution Sport,Other,1.0
1437,Geschäftsinhaber Import Export,Other,5.0
1438,CEO,Other,5.0
1439,Geschäftsführender Gesellschafter,Other,5.0
1440,Werkstudent Facheinkauf Interieur,Purchasing,1.0
1441,"Praktikant im Bereich Controlling, Risikomanagement und Digitalisierung im Vertrieb",Administrative,1.0
1442,Lehrassistent Physikalische Chemie,Other,1.0
1443,Projektstudent Stryber,Project Management,1.0
1444,Bankkaufmann,Other,1.0
1445,Account Director,Sales,6.0
1446,Head teacher in art,Other,5.0
1447,Founder,Other,5.0
1448,Student,Other,1.0
1449,Puzzles,Other,1.0
1450,Executive director,Other,6.0
1451,Deputy of Board,Other,5.0
1452,Teacher in art,Other,2.0
1453,Teacher in art,Other,1.0
1454,Teacher in art,Other,1.0
1455,Chef,Other,1.0
1456,Produktmanager Far East,Marketing,5.0
1457,Geschäftsführer,Other,5.0
1458,Geschäftsführer,Other,5.0
1459,Geschäftsführer,Other,5.0
1460,Geschäftsführer,Other,5.0
1461,Prokurist bei Losch Airport Service GmbH,Administrative,5.0
1462,Stationsleiter Losch Airport Service Stuttgart GmbH,Other,5.0
1463,Geschäftsführer Losch Airport Service Stuttgart GmbH,Other,5.0
1464,Geschäftsführer Losch Airport Service Allgäu GmbH,Other,5.0
1465,Stationsleiter Losch Airport Service Allgäu GmbH,Other,5.0
1466,General Manager,Other,5.0
1467,Managing Director | CEO,Other,5.0
1468,"Managing Director Germany & Austria | Head of Cluster Germany, Austria, Benelux, and Russia",Other,6.0
1469,Head of German OEMs and Global Strategic Alliance,Sales,6.0
1470,Deputy General Director for International Business Development,Business Development,6.0
1471,Sales Director Mercedes-Benz Lubricants,Sales,6.0
1472,Key Account Manager Automotive Lubes,Sales,3.0
1473,"District and Regional Manager Automotive Lubes at Deutsche Veedol, Burmah Oil",Sales,5.0
1474,Spa Concierge,Customer Support,1.0
1475,Inside Sales,Sales,1.0
1476,Customer Service Supervisor,Customer Support,4.0
1477,Data Engineer,Information Technology,2.0
1478,Vice President Technology Film,Information Technology,6.0
1479,Geschäftsführender Gesellschafter,Other,5.0
1480,Director Customer Insights & Data Analytics,Marketing,6.0
1481,Unternehmer,Other,5.0
1482,Senior Researcher,Other,3.0
1483,Account-Manager,Sales,2.0
1484,Senior Key Account Manager,Sales,3.0
1485,Head of Digital Radio Design,Information Technology,4.0
1486,Radio ASIC System Designer,Information Technology,3.0
1487,Antenna System Engineer,Information Technology,3.0
1488,Project Manager,Project Management,3.0
1489,DSP Software and System Developer - Active Antenna Systems,Information Technology,2.0
1490,System Engineer - Communication Solutions,Information Technology,3.0
1491,Advisor to Director R&D Electronics,Other,2.0
1492,FPGA and Software Developer - Remote Radio Heads,Information Technology,2.0
1493,Assistent,Administrative,1.0
1494,Verkoper,Sales,1.0
1495,Polizistin,Other,1.0
1496,Polizistin,Other,1.0
1497,Managing Partner,Other,5.0
1498,Geschäftsführer,Other,5.0
1499,"Leitender Direktor, Niederlassungsleiter",Other,6.0
1500,Global Product Marketing Manager,Marketing,5.0
1501,Product Marketing Executive,Marketing,2.0
1502,Marketing Executive,Marketing,2.0
1503,Sales & Marketing Executive,Marketing,2.0
1504,Front Office Associate,Administrative,1.0
1505,Leiter Kundendienst,Customer Support,5.0
1506,Rentner,Other,1.0
1507,Geschäftsführer,Other,5.0
1508,Produktingenieur,Other,2.0
1509,Projektleiter,Project Management,4.0
1510,Projektmanager,Project Management,3.0
1511,Leiter Softwareentwicklung,Information Technology,5.0
1512,Support-Ingenieur,Customer Support,2.0
1513,Product Marketing Engineer,Marketing,2.0
1514,Software-Entwickler,Information Technology,2.0
1515,Geschäftsleiter,Other,5.0
1516,Marketing,Marketing,1.0
1517,Investment Operations Manager,Other,5.0
1518,Assurance Analyst Lead,Consulting,4.0
1519,Senior Fund Accountant,Other,3.0
1520,Fund Accountant,Administrative,2.0
1521,Trustee,Other,1.0
1522,Head of Operations,Other,5.0
1523,Head of Fund Accounting,Other,4.0
1524,Senior Operations Manager: Client Services,Customer Support,3.0
1525,Fund Accounting Manager,Administrative,5.0
1526,Audit Manager,Consulting,5.0
1527,Senior Associate,Consulting,3.0
1528,Senior Fund Accountant,Administrative,3.0
1529,"regional manager DACH, strategic account manager",Sales,5.0
1530,Pan-European Account manager,Sales,4.0
1531,HP Business Manager Europe,Business Development,5.0
1532,HP business manager,Business Development,5.0
1533,Business Development manager,Business Development,5.0
1534,Intenational Product Manager,Marketing,5.0
1535,Export area manager,Sales,5.0
1536,Vorstand / CEO bei Eberhard AG,Other,5.0
1537,Vorstand / COO,Other,6.0
1538,Prokurist,Other,5.0
1539,Technischer Leiter,Other,4.0
1540,Leiter Arbeitsvorbereitung/Einkauf,Purchasing,4.0
1541,Geschäftsführer,Other,5.0
1542,Leiter Arbeitsvorbereitung/Einkauf,Purchasing,4.0
1543,Leiter Arbeitsvorbereitung,Purchasing,4.0
1544,Projektingenieur,Project Management,2.0
1545,Bau- und Projektleitung,Project Management,4.0
1546,Bau- und Projektleitung,Project Management,2.0
1547,Managing Partner,Other,5.0
1548,Chairman,Other,5.0
1549,NED,Other,5.0
1550,Trustee and Vice Chair,Other,5.0
1551,Chairman,Other,5.0
1552,Chairman,Other,5.0
1553,Chairman,Other,5.0
1554,Non Executive Director,Other,6.0
1555,Non Executive Director,Other,6.0
1556,Partner,Other,5.0
1557,Non Executive Director,Other,6.0
1558,Non Executive Director,Other,6.0
1559,Board Member,Other,5.0
1560,Non Executive Director,Other,6.0
1561,Non Executive Director,Other,6.0
1562,Non Executive Director,Other,6.0
1563,Non Executive Director,Other,6.0
1564,Manager,Other,5.0
1565,Geschäftsführender Gesellschafter,Other,5.0
1566,SVP 3DS-Solutions CENIT Group,Business Development,2.0
1567,"COO, Keonys Group",Other,6.0
1568,Steering Board Member,Other,5.0
1569,General Manager,Other,5.0
1570,"Director, AIRBUS ww Business Unit",Business Development,6.0
1571,"Director, Sales Europe, ENOVIA MatrixONE",Sales,6.0
1572,"Director, Channel, Germany, Switzerland, Austria",Sales,6.0
1573,"Director, Center of Competence, ENOVIA Smarteam",Information Technology,6.0
1574,"Director, Center of Competence, PLM Solutions for Consumer Goods & Electronic Industry",Information Technology,6.0
1575,"Manager R&D, Digital Manufacturing Strategy",Business Development,5.0
1576,"Manager R&D, Manufacturing - NC Software",Other,5.0
1577,Vertriebsleiter Manufacturing,Sales,4.0
1578,Consultant,Consulting,2.0
1579,Senior Vice President APAC,Other,6.0
1580,Zone Director Asia Pacific,Sales,6.0
1581,Sales Director Asia Pacific,Sales,6.0
1582,Regional Director,Other,6.0
1583,Regional Manager,Other,5.0
1584,"Service Assistant, Customer Experience and Review Management",Customer Support,1.0
1585,"Intern, Insurance and Data Analytics",Other,1.0
1586,CEO Co-owner,Other,5.0
1587,CEO and Co-Owner,Other,5.0
1588,Company Owner,Other,5.0
1589,COO,Other,5.0
1590,Consultant CEO and owner,Consulting,5.0
1591,Co-Owner,Other,5.0
1592,chefkonsulent,Consulting,3.0
1593,Anlægsprojektleder project manager,Project Management,4.0
1594,President Of The Board Of Directors,Other,6.0
1595,Strategiforretningsudvikling,Business Development,2.0
1596,Business Consulting,Consulting,2.0
1597,Senior chief Project Manager,Project Management,6.0
1598,Project Manager,Project Management,4.0
1599,Project Manager/ Entreprise leder,Project Management,4.0
1600,COO Operations Manager,Other,6.0
1601,Chief Project Manager,Project Management,5.0
1602,Project Manager,Project Management,3.0
1603,CEO,Other,5.0
1604,Ceo And Founder,Other,5.0
1605,Corporal,Other,1.0
1606,Business Strategy Consultant,Consulting,2.0
1607,Business Strategy Analyst,Business Development,2.0
1608,PhD Student Organic Chemistry (Prof. Dr. Bach),Other,1.0
1609,Research Intern,Other,1.0
1610,Managing Director,Other,6.0
1611,Member of The Supervisory Board,Other,5.0
1612,Co-Founder / Managing Director - EXIT 2023,Other,5.0
1613,Partner,Other,5.0
1614,Senior Lead Consultant,Consulting,4.0
1615,Consultant,Consulting,2.0
1616,Co-Founder - Managing Director - EXIT 2013,Other,5.0
1617,Trainee & Regulierungsspezialist,Other,1.0
1618,Recreation Manager,Other,5.0
1619,Instructor,Other,2.0
1620,Assistant Recreation Center Manager,Administrative,1.0
1621,Sportsience and Personaltrainer,Other,1.0
1622,Bartender,Other,1.0
1623,Project Manager,Project Management,4.0
1624,Project Manager / Team Leader,Project Management,4.0
1625,Fitness Manager,Other,5.0
1626,Customer Relations Manager,Customer Support,5.0
1627,Climbing Instructor,Other,1.0
1628,Lifeguard,Other,1.0
1629,Retail Sales Specialist,Sales,2.0
1630,Stiftungsrat,Other,5.0
1631,Verwaltungsrat,Other,5.0
1632,Stiftungsrat,Other,5.0
1633,Head of Strategic Projects,Project Management,5.0
1634,Vorstandsmitglied,Other,6.0
1635,Präsident des Stiftungsrats,Other,6.0
1636,Verwaltungsrat,Administrative,5.0
1637,Präsident des Verwaltungsrats,Other,6.0
1638,CEO,Other,5.0
1639,"Senior Vice President Sales and Marketing / Asia - Pacific, India",Sales,6.0
1640,Senior Vice President Sales and Marketing,Sales,6.0
1641,"Vice President Marketing, Cooking Division",Marketing,6.0
1642,Director Product Management,Project Management,6.0
1643,Managing Director,Other,6.0
1644,Vice Director Marketing & Business development,Marketing,6.0
1645,"Executive Project Manager, Service division",Project Management,5.0
1646,Officer,Administrative,2.0
1647,Leiter Kalkulation,Purchasing,5.0
1648,Psikolog,Other,2.0
1649,Stajyer,Administrative,1.0
1650,Projektplaner,Project Management,2.0
1651,Dipl.-Ing. (FH) Architekt,Other,2.0
1652,Dipl.-Ing. (FH) Architekt,Other,2.0
1653,Dipl.-Ing. (FH) Architekt,Other,2.0
1654,Praktikant im Architekturbereich,Other,1.0
1655,Senior Manager,Other,5.0
1656,Manager,Other,5.0
1657,Sr Consultant,Consulting,3.0
1658,Senior Business Analyst,Business Development,3.0
1659,Staffing Specialist,Human Resources,2.0
1660,Sales Manager,Sales,5.0
1661,Manager-on-Duty,Other,5.0
1662,Financial Analyst Intern- Pricing Department,Other,1.0
1663,Store Management Intern,Other,1.0
1664,Information Technology Specialist -ITCS,Information Technology,2.0
1665,Senior End User Support Technician L2,Customer Support,3.0
1666,Senior Information Technology Field Technician,Information Technology,3.0
1667,IT Field Engineer III,Information Technology,3.0
1668,IT System Administrator,Information Technology,2.0
1669,Advanced Computer Repair Technician,Information Technology,2.0
1670,Business Intelligence Intern,Information Technology,1.0
1671,Working Student in IT,Information Technology,1.0
1672,Geschäftsführender Inhaber,Other,5.0
1673,Gebietsverkaufsleiterin Implantologie & Prothetik,Sales,4.0
1674,"Gebietsverkaufsleiterin Implantologie, Prothetik & Biomaterials",Sales,4.0
1675,"Gebietsverkaufsleiterin Implantologie, Prothetik & Biomaterials",Sales,4.0
1676,Human Resources Consultant,Human Resources,2.0
1677,Recruiter,Human Resources,2.0
1678,Talent Acquisition Consultant,Human Resources,2.0
1679,HR and Recruitment Intern,Human Resources,1.0
1680,Director of Marketing,Marketing,6.0
1681,North American Sales Manager,Sales,5.0
1682,Audio Account Manager,Sales,2.0
1683,Merchandising/Promotion Administrator and Field Sales Coordinator,Sales,2.0
1684,Customer Assistance Manager-Chevrolet Motor Division,Customer Support,5.0
1685,Reimbursement and Customer Assistance Specialist,Customer Support,2.0
1686,Customer Assistance Rep,Customer Support,1.0
1687,Vice President,Other,6.0
1688,Senior Vice President,Other,6.0
1689,VP Sales,Sales,6.0
1690,Head of Sales,Sales,4.0
1691,Head of BU Industry,Business Development,5.0
1692,President,Other,6.0
1693,Director Defense Business,Business Development,6.0
1694,Business Development Manager,Business Development,5.0
1695,Project Manager,Project Management,4.0
1696,Head of Fuel Cell Lab,Other,4.0
1697,Internship,Other,1.0
1698,Internship,Other,1.0
1699,Platin,Other,3.0
1700,Insan kaynakları,Human Resources,1.0
1701,Geschäftsführer,Other,5.0
1702,Executive Partner Development Manager,Business Development,5.0
1703,Director of Strategic Partnerships,Business Development,6.0
1704,Executive Product Manager,Project Management,5.0
1705,Senior Product Manager,Marketing,3.0
1706,QA Manager,Information Technology,5.0
1707,Senior Product Manager,Marketing,3.0
1708,Product Manager,Marketing,5.0
1709,Product Manager,Marketing,5.0
1710,Departementssekretär / Leiter Amt für Militär und Bevölkerungsschutz,Administrative,5.0
1711,Dozent,Other,1.0
1712,Geschäftsführer,Other,5.0
1713,CEO,Other,5.0
1714,Partner,Other,5.0
1715,Vice President - Head of People x Technology Consulting,Consulting,6.0
1716,Founding Partner,Other,5.0
1717,"Practice Lead Digital HR, Center of Excellence Europe at Cognizant",Human Resources,4.0
1718,"Director - Head of HCM Consulting, HR-IT Strategy & Innovation Europe",Consulting,6.0
1719,Director - Consulting HR-IT Strategy & Business Innovation Continental Europe,Consulting,6.0
1720,Chief Executive Officer,Other,6.0
1721,Startup Advisor,Consulting,2.0
1722,Founder & Chief Product Officer,Business Development,6.0
1723,Founder & CEO,Other,5.0
1724,Enterprise Sales & Business Development; US,Sales,2.0
1725,"Enterprise Sales EMEA – Higher Education, Research & Healthcare",Sales,2.0
1726,Key Account Manager,Sales,3.0
1727,Sales Representative,Sales,2.0
1728,Industrial Engineer - Diploma thesis,Other,1.0
1729,Industrial Engineer - Trainee,Other,1.0
1730,Arbeitssuche,Other,1.0
1731,Sachbearbeiter Buchhaltung,Administrative,2.0
1732,Selbstständig,Other,2.0
1733,Owner,Other,5.0
1734,Managing Director,Other,6.0
1735,Head of Global Competence Center MO/BO/Acc Business Analysis,Business Development,4.0
1736,Consultant,Consulting,2.0
1737,Full Stack (ASP.Net + Angular) Developer,Information Technology,2.0
1738,Middle ASP.NET Developer,Information Technology,2.0
1739,Angular developer,Information Technology,2.0
1740,Junior Full Stack ASP.NET+Angular developer,Information Technology,1.0
1741,Website Content Manager,Marketing,3.0
1742,Alleiniger Vorstand,Other,6.0
1743,Vorstandsvorsitzender,Other,6.0
1744,Vorstandssprecher,Other,6.0
1745,Vorstand,Other,5.0
1746,Kaufmännischer Leiter DCSMM GmbH,Administrative,5.0
1747,Investment Manager,Business Development,5.0
1748,"Manager Strategie und Projekte, Mercedes-Benz LKW",Project Management,5.0
1749,"Associate Consultant, Strategic Group",Consulting,2.0
1750,Senior Software Engineer,Information Technology,3.0
1751,Senior Software Engineer,Information Technology,3.0
1752,Wissenschaftlicher Mitarbeiter,Other,1.0
1753,"Software Engineer, Consultant",Consulting,2.0
1754,Software Engineer,Information Technology,2.0
1755,Software Engineer,Information Technology,2.0
1756,Software Engineer,Information Technology,2.0
1757,Owner - Executive Director,Other,6.0
1758,Seminar Staff,Other,1.0
1759,Admiral Aide,Administrative,1.0
1760,Submarine Warfare Officer,Other,2.0
1761,Division Manager,Other,5.0
1762,Projektleiter,Project Management,4.0
1763,Projektmanager,Project Management,2.0
1764,Bereichsingenieur,Other,2.0
1765,Bereichsingenieur,Other,2.0
1766,Leiter Program Management RADAR,Project Management,4.0
1767,Immobilien-und Finanzmakler,Sales,2.0
1768,Geschäftsführer,Other,5.0
1769,Pharmacy Sales Representative,Sales,2.0
1770,Junior Brand Manager,Marketing,1.0
1771,MIBS-Student,Other,1.0
1772,Woman Soccer Coach,Other,1.0
1773,FSJ Bildung,Other,1.0
1774,Catering-Assistent,Administrative,1.0
1775,Bereichsleiter Finanzen und Rechnungswesen,Other,5.0
1776,Bereichsleiter Rechnungswesen und Finanzen,Other,5.0
1777,Bereichsleiter Rechnungswesen und Finanzen,Other,5.0
1778,Manager,Other,5.0
1779,Warehouse Specialist,Purchasing,2.0
1780,"Geschäftsleitung, Prokurist",Other,5.0
1781,Rechtsanwalt,Other,2.0
1782,Sales Manager,Sales,3.0
1783,Sales Manager,Sales,5.0
1784,"Sales Manager at Caliber Home Loans, Inc. |Portfolio Lender | NMLS#214269",Sales,4.0
1785,Senior Loan Officer,Sales,3.0
1786,Sales Manager / MLO Recruitment / Mortgage Planner,Sales,4.0
1787,Branch Manager,Sales,5.0
1788,Chief Executive Officer,Other,6.0
1789,President - CEO,Other,5.0
1790,Industrial Engineer,Other,2.0
1791,Verfahrenstechniker / Process Engineer,Other,2.0
1792,Pflegedienstleitung,Other,5.0
1793,Bezirksleiter,Other,5.0
1794,Residenzleitung,Other,5.0
1795,Residenzleitung,Other,5.0
1796,Residenzleitung im Interimsmanagement,Other,5.0
1797,Pflegedienstleitung,Other,5.0
1798,Gruppenleitung,Other,4.0
1799,Principal Consultant,Consulting,3.0
1800,Business & Data Analyst,Business Development,2.0
1801,Alumni,Other,1.0
1802,developer,Information Technology,1.0
1803,Regional NOC Analyst,Information Technology,2.0
1804,Consultant,Consulting,2.0
1805,Consultant,Consulting,2.0
1806,Market Intelligence Specialist,Marketing,2.0
1807,"Projektexperte Sicherheit, Geschäftsleitung",Project Management,5.0
1808,Projektleiter,Project Management,4.0
1809,Owner,Other,1.0
1810,Solution Designer,Information Technology,3.0
1811,Founder -Owner,Other,5.0
1812,International Manager Microbiology Western Europe,Other,5.0
1813,Commercial Manager Urinalysis Europe,Sales,5.0
1814,Manager Iris Integration Europe,Information Technology,5.0
1815,Managing Director Germany,Other,6.0
1816,Strategy Consultant,Consulting,2.0
1817,Country Manager DE/AT,Business Development,5.0
1818,Country Manager DE/AT,Business Development,5.0
1819,Country Manager DE/AT,Business Development,5.0
1820,Country Manager Germany&Austria,Business Development,5.0
1821,European Operations Manager Primary Care Diagnostics,Other,5.0
1822,Area Manager,Sales,5.0
1823,Human Resources Manager,Human Resources,5.0
1824,Human Resources Director,Human Resources,6.0
1825,Assistant Manager,Other,4.0
1826,Einkauf,Purchasing,1.0
1827,Einkäufer Werkleistungen/Diestleistugen,Purchasing,2.0
1828,Selbstständig,Other,2.0
1829,Regional Manager,Other,5.0
1830,Assistant,Administrative,1.0
1831,Portfolio Manager,Project Management,5.0
1832,Regional Manager,Other,5.0
1833,Property Supervisor,Other,3.0
1834,Regional Manager,Other,5.0
1835,Asset Manager,Business Development,3.0
1836,Investment Manager - Western Region,Business Development,5.0
1837,District Manager,Sales,5.0
1838,District Manager,Sales,5.0
1839,Head of Hybrid Cloud Solution Sales Germany,Sales,6.0
1840,Head of HPE Boeblingen Office,Other,6.0
1841,Director - Global Banking,Sales,6.0
1842,Head of Inventory Solutions EMEA,Purchasing,4.0
1843,Head of Trade Finance,Business Development,4.0
1844,International Trade Specialist,Business Development,2.0
1845,Company Director,Other,6.0
1846,Relationship Manager,Sales,3.0
1847,Assistant Manager,Other,4.0
1848,Doctoral Student,Other,1.0
1849,Field Assistant,Other,1.0
1850,Research Assistant,Other,1.0
1851,Student Assistant,Administrative,1.0
1852,Student Intern,Other,1.0
1853,Project Manager,Project Management,4.0
1854,Project Manager Entwicklung /Lebensmittel,Project Management,4.0
1855,Consultant,Consulting,2.0
1856,Leiterin Direktion Frische / Mitglied der Geschäftsleitung Migros Supermarkt AG,Other,6.0
1857,Leiterin Direktion Super- und Verbrauchermarkt / Mitglied der Geschäftsleitung,Business Development,6.0
1858,Leiterin Sparte Alnatura Bio Super Märkte,Other,5.0
1859,Project Manager,Project Management,3.0
1860,Leiterin Category Management Molkereiprodukte/Käse,Purchasing,5.0
1861,Category Manager Früchte,Purchasing,5.0
1862,Market Development Manager,Marketing,5.0
1863,Head of Marketing Services,Marketing,4.0
1864,Marketing- und Verkaufsanalyst,Marketing,2.0
1865,Justitiar,Other,2.0
1866,General Counsel / Leiter Rechtsabteilung,Other,6.0
1867,Justitiar,Other,3.0
1868,Rechtsanwalt,Other,2.0
1869,Rechtsanwalt,Other,2.0
1870,Team Lead Business Services,Business Development,4.0
1871,Team Lead Application Management,Information Technology,4.0
1872,Head of Corporate IT Central Systems,Information Technology,5.0
1873,Head of IT Central Business Applications,Information Technology,5.0
1874,Head of IT Performance Management & JIS,Information Technology,5.0
1875,IT Project Coordinator,Information Technology,2.0
1876,"Assistant Treasurer, Project management",Project Management,1.0
1877,CEO & Co-founder,Other,5.0
1878,Structural Engineer,Other,2.0
1879,Site Civil Engineer,Other,2.0
1880,Structural Engineer,Other,2.0
1881,Juristischer Berater,Consulting,2.0
